[2021-12-08 17:01:01,177][views.py-logout:25][INFO][123145353797632] - logged out: ztony0712
[2021-12-08 17:02:34,410][views.py-logout:25][INFO][123145371713536] - logged out: adore0712
[2021-12-08 17:07:55,715][views.py-view_okr:138][INFO][123145402630144] - view ztony0712's OKR: adore0712
[2021-12-08 17:27:54,945][views.py-view_okr:138][INFO][123145458544640] - view ztony0712's OKR: adore0712
[2021-12-08 17:28:22,076][okr_function.py-add:30][INFO][123145458544640] - Add objective: adore0712
[2021-12-08 17:28:22,077][okr_function.py-add:40][WARNING][123145458544640] - Failed to Add objective: adore0712
[2021-12-08 17:28:32,015][okr_function.py-add:30][INFO][123145458544640] - Add objective: adore0712
[2021-12-08 17:28:32,015][okr_function.py-add:40][WARNING][123145458544640] - Failed to Add objective: adore0712
[2021-12-08 17:29:08,019][okr_function.py-add:30][INFO][123145537171456] - Add objective: adore0712
[2021-12-08 17:29:30,955][okr_function.py-enrich:73][INFO][123145447817216] - Add Key Result: adore0712
[2021-12-08 17:29:33,536][okr_function.py-delete_obj:135][WARNING][123145447817216] - Delete Objective: adore0712
[2021-12-08 17:29:42,988][okr_function.py-enrich:73][INFO][123145447817216] - Add Key Result: adore0712
[2021-12-08 17:29:45,321][okr_function.py-enrich:73][INFO][123145447817216] - Add Key Result: adore0712
[2021-12-08 17:29:49,415][okr_function.py-delete_kr:112][WARNING][123145447817216] - Delete Key Result: adore0712
[2021-12-08 17:29:52,615][okr_function.py-delete_obj:135][WARNING][123145447817216] - Delete Objective: adore0712
[2021-12-08 17:44:10,288][views.py-logout:25][WARNING][123145447817216] - logged out: adore0712
[2021-12-08 18:08:18,922][group_function.py-quit_submit:76][INFO][123145506082816] - Quit a group: ztony0712
[2021-12-08 18:08:21,097][group_function.py-join_submit:48][INFO][123145506082816] - Join in a group: ztony0712
[2021-12-08 18:09:49,114][group_function.py-quit_submit:76][WARNING][123145352757248] - Quit a group: ztony0712
[2021-12-08 18:09:50,701][group_function.py-join_submit:48][INFO][123145352757248] - Join in a group: ztony0712
[2021-12-08 19:57:13,411][views.py-logout:25][WARNING][123145314713600] - logged out: ztony0712
[2021-12-08 20:11:10,940][login.py-signup:80][INFO][123145515991040] - Successful registration: 1140686961
[2021-12-08 20:15:22,000][login.py-signup:85][ERROR][123145418625024] - Database error: sc19yz3
[2021-12-08 20:16:28,597][login.py-login:33][WARNING][123145418625024] - Successful login: sc19yz3
[2021-12-08 20:16:36,500][views.py-logout:25][WARNING][123145418625024] - logged out: sc19yz3
[2021-12-08 20:18:55,192][login.py-signup:81][INFO][123145550442496] - Successful registration: ltony0712
[2021-12-08 20:32:09,058][login.py-signup:81][INFO][4553745920] - Successful registration: ztony0712
[2021-12-08 20:32:09,127][login.py-signup:81][INFO][4553745920] - Successful registration: ztony0712
[2021-12-08 20:32:09,172][login.py-signup:81][INFO][4553745920] - Successful registration: ztony0712
[2021-12-08 20:32:09,263][login.py-signup:81][INFO][4553745920] - Successful registration: ztony0712
[2021-12-08 20:32:29,477][views.py-logout:25][WARNING][123145555349504] - logged out: ltony0712
[2021-12-08 20:33:07,540][login.py-signup:81][INFO][4604245504] - Successful registration: ztony0712
[2021-12-08 20:33:07,604][login.py-signup:81][INFO][4604245504] - Successful registration: ztony0712
[2021-12-08 20:33:07,669][login.py-signup:81][INFO][4604245504] - Successful registration: ztony0712
[2021-12-08 20:33:07,786][login.py-signup:81][INFO][4604245504] - Successful registration: ztony0712
[2021-12-08 20:33:27,739][login.py-signup:81][INFO][4564149760] - Successful registration: ztony0712
[2021-12-08 20:33:27,804][login.py-signup:81][INFO][4564149760] - Successful registration: ztony0712
[2021-12-08 20:33:27,854][login.py-signup:81][INFO][4564149760] - Successful registration: ztony0712
[2021-12-08 20:33:27,946][login.py-signup:81][INFO][4564149760] - Successful registration: ztony0712
[2021-12-08 20:34:32,175][login.py-signup:81][INFO][4754535936] - Successful registration: ztony0712
[2021-12-08 20:34:32,238][login.py-signup:81][INFO][4754535936] - Successful registration: ztony0712
[2021-12-08 20:34:32,283][login.py-signup:81][INFO][4754535936] - Successful registration: ztony0712
[2021-12-08 20:34:32,402][login.py-signup:81][INFO][4754535936] - Successful registration: ztony0712
[2021-12-08 20:35:08,202][login.py-signup:81][INFO][4414133760] - Successful registration: ztony0712
[2021-12-08 20:35:08,268][login.py-signup:81][INFO][4414133760] - Successful registration: ztony0712
[2021-12-08 20:35:08,318][login.py-signup:81][INFO][4414133760] - Successful registration: ztony0712
[2021-12-08 20:35:08,410][login.py-signup:81][INFO][4414133760] - Successful registration: ztony0712
[2021-12-08 20:36:37,038][login.py-signup:81][INFO][4508239360] - Successful registration: ztony0712
